date,location,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths
3/11/2021,South Korea,488,10,94686,1662,3048,35,5764,77
3/12/2021,South Korea,490,5,95176,1667,3121,35,5855,72
3/13/2021,South Korea,459,2,95635,1669,3164,35,5959,66
3/14/2021,South Korea,382,6,96017,1675,3200,33,5986,70
3/15/2021,South Korea,363,3,96380,1678,3117,33,6008,72
3/16/2021,South Korea,469,8,96849,1686,3116,38,6033,74
3/17/2021,South Korea,445,2,97294,1688,3096,36,6054,69
3/18/2021,South Korea,463,2,97757,1690,3071,28,6119,63
3/19/2021,South Korea,452,3,98209,1693,3033,26,6154,61
3/20/2021,South Korea,456,3,98665,1696,3030,27,6194,62
3/21/2021,South Korea,410,1,99075,1697,3058,22,6258,55
3/22/2021,South Korea,346,7,99421,1704,3041,26,6158,59
3/23/2021,South Korea,425,3,99846,1707,2997,21,6113,59
3/24/2021,South Korea,430,2,100276,1709,2982,21,6078,57
3/25/2021,South Korea,494,7,100770,1716,3013,26,6084,54
3/26/2021,South Korea,505,5,101275,1721,3066,28,6099,54
3/27/2021,South Korea,482,1,101757,1722,3092,26,6122,53
3/28/2021,South Korea,384,4,102141,1726,3066,29,6124,51
3/29/2021,South Korea,441,3,102582,1729,3161,25,6202,51
3/30/2021,South Korea,506,2,103088,1731,3242,24,6239,45
3/31/2021,South Korea,551,4,103639,1735,3363,26,6345,47
4/1/2021,South Korea,555,2,104194,1737,3424,21,6437,47
4/2/2021,South Korea,542,3,104736,1740,3461,19,6527,47
4/3/2021,South Korea,543,4,105279,1744,3522,22,6614,48
4/4/2021,South Korea,473,4,105752,1748,3611,22,6677,51
4/5/2021,South Korea,478,4,106230,1752,3648,23,6809,48
4/6/2021,South Korea,668,4,106898,1756,3810,25,7052,49
4/7/2021,South Korea,700,2,107598,1758,3959,23,7322,49
4/8/2021,South Korea,671,6,108269,1764,4075,27,7499,48
4/9/2021,South Korea,676,1,108945,1765,4209,25,7670,44
4/10/2021,South Korea,614,3,109559,1768,4280,24,7802,46
4/11/2021,South Korea,587,2,110146,1770,4394,22,8005,44
4/12/2021,South Korea,542,5,110688,1775,4458,23,8106,46
4/13/2021,South Korea,731,7,111419,1782,4521,26,8331,51
4/14/2021,South Korea,698,6,112117,1788,4519,30,8478,53
4/15/2021,South Korea,672,2,112789,1790,4520,26,8595,53
4/16/2021,South Korea,655,4,113444,1794,4499,29,8708,54
4/17/2021,South Korea,671,3,114115,1797,4556,29,8836,53
4/18/2021,South Korea,531,4,114646,1801,4500,31,8894,53
4/19/2021,South Korea,549,1,115195,1802,4507,27,8965,50
4/20/2021,South Korea,731,4,115926,1806,4507,24,9028,50
4/21/2021,South Korea,735,2,116661,1808,4544,20,9063,50
